Code,Description,Category,Label,Type,Weight,MDC,Post Acute,Special Pay,LOS Mean,Geo LOS Mean
896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY",MCC,MED,1.7556,20,Yes,No,7.1,5.0
897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY",NO MCC,MED,0.8513,20,Yes,No,4.3,3.3
901,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,WOUND DEBRIDEMENTS FOR INJURIES,MCC,SURG,4.3986,21,No,No,14.0,9.1
902,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,WOUND DEBRIDEMENTS FOR INJURIES,CC,SURG,1.9818,21,No,No,6.6,4.7
903,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,WOUND DEBRIDEMENTS FOR INJURIES,None,SURG,1.2156,21,No,No,3.5,2.7
904,SKIN GRAFTS FOR INJURIES WITH CC/MCC,SKIN GRAFTS FOR INJURIES,Both,SURG,3.5519,21,No,No,10.0,6.7
905,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,SKIN GRAFTS FOR INJURIES,None,SURG,1.5599,21,No,No,4.0,3.1
906,HAND PROCEDURES FOR INJURIES,HAND PROCEDURES FOR INJURIES,Others,SURG,1.7878,21,No,No,4.4,2.9
907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,OTHER O.R. PROCEDURES FOR INJURIES,MCC,SURG,3.8657,21,Yes,No,9.6,6.8
908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,OTHER O.R. PROCEDURES FOR INJURIES,CC,SURG,2.0565,21,Yes,No,5.1,3.8
909,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,OTHER O.R. PROCEDURES FOR INJURIES,None,SURG,1.3647,21,Yes,No,3.0,2.3
913,TRAUMATIC INJURY WITH MCC,TRAUMATIC INJURY,MCC,MED,1.5141,21,No,No,5.6,3.9
914,TRAUMATIC INJURY WITHOUT MCC,TRAUMATIC INJURY,NO MCC,MED,0.8891,21,No,No,3.1,2.4
915,ALLERGIC REACTIONS WITH MCC,ALLERGIC REACTIONS,MCC,MED,1.8201,21,No,No,5.4,3.8
916,ALLERGIC REACTIONS WITHOUT MCC,ALLERGIC REACTIONS,NO MCC,MED,0.6642,21,No,No,2.2,1.8
917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,POISONING AND TOXIC EFFECTS OF DRUGS,MCC,MED,1.5225,21,Yes,No,5.2,3.6
918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,POISONING AND TOXIC EFFECTS OF DRUGS,NO MCC,MED,0.8177,21,Yes,No,3.3,2.4
919,COMPLICATIONS OF TREATMENT WITH MCC,COMPLICATIONS OF TREATMENT,MCC,MED,1.7936,21,No,No,5.9,4.3
920,COMPLICATIONS OF TREATMENT WITH CC,COMPLICATIONS OF TREATMENT,CC,MED,1.0218,21,No,No,3.7,2.9
921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,COMPLICATIONS OF TREATMENT,None,MED,0.7279,21,No,No,2.6,2.1
922,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC","OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES",MCC,MED,1.5558,21,No,No,6.7,4.1
923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC","OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES",NO MCC,MED,0.9432,21,No,No,4.6,2.8
927,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,Others,SURG,18.9822,22,No,No,32.5,23.3
928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY,Both,SURG,6.1913,22,No,No,16.1,12.1
929,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY,None,SURG,2.9388,22,No,No,8.5,6.1
933,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,Others,MED,3.0330,22,No,No,4.3,2.3
934,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,Others,MED,1.8760,22,No,No,6.8,4.5
935,NON-EXTENSIVE BURNS,NON-EXTENSIVE BURNS,Others,MED,2.0241,22,No,No,5.8,3.7
939,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES,MCC,SURG,3.0971,23,No,No,9.3,6.1
940,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES,CC,SURG,2.2033,23,No,No,4.6,3.2
941,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/MCC,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES,None,SURG,1.8874,23,No,No,2.6,2.0
945,REHABILITATION WITH CC/MCC,REHABILITATION,Both,MED,1.5052,23,Yes,No,6.2,4.4
946,REHABILITATION WITHOUT CC/MCC,REHABILITATION,None,MED,1.1226,23,Yes,No,4.2,3.1
947,SIGNS AND SYMPTOMS WITH MCC,SIGNS AND SYMPTOMS,MCC,MED,1.2156,23,Yes,No,4.9,3.5
948,SIGNS AND SYMPTOMS WITHOUT MCC,SIGNS AND SYMPTOMS,NO MCC,MED,0.7776,23,Yes,No,3.2,2.5
949,AFTERCARE WITH CC/MCC,AFTERCARE,Both,MED,1.1920,23,No,No,7.6,4.9
950,AFTERCARE WITHOUT CC/MCC,AFTERCARE,None,MED,0.7095,23,No,No,4.7,3.3
951,OTHER FACTORS INFLUENCING HEALTH STATUS,OTHER FACTORS INFLUENCING HEALTH STATUS,Others,MED,0.5692,23,No,No,2.7,1.8
955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,Others,SURG,6.7360,24,No,No,12.1,8.1
956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA","LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",Others,SURG,3.8042,24,Yes,No,7.7,6.1
957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA,MCC,SURG,7.4105,24,No,No,13.7,9.7
958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA,CC,SURG,4.1705,24,No,No,8.0,6.6
959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA,None,SURG,2.5687,24,No,No,4.4,3.8
963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,OTHER MULTIPLE SIGNIFICANT TRAUMA,MCC,MED,2.7732,24,No,No,7.9,5.3
964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,OTHER MULTIPLE SIGNIFICANT TRAUMA,CC,MED,1.4645,24,No,No,4.9,3.9
965,OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,OTHER MULTIPLE SIGNIFICANT TRAUMA,None,MED,0.9099,24,No,No,3.0,2.5
969,HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,HIV WITH EXTENSIVE O.R. PROCEDURES,MCC,SURG,7.2476,25,No,No,18.6,13.2
970,HIV WITH EXTENSIVE O.R. PROCEDURES WITHOUT MCC,HIV WITH EXTENSIVE O.R. PROCEDURES,NO MCC,SURG,3.0884,25,No,No,8.7,6.2
974,HIV WITH MAJOR RELATED CONDITION WITH MCC,HIV WITH MAJOR RELATED CONDITION,MCC,MED,2.8730,25,No,No,10.0,6.9
975,HIV WITH MAJOR RELATED CONDITION WITH CC,HIV WITH MAJOR RELATED CONDITION,CC,MED,1.3757,25,No,No,5.8,4.2
976,HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,HIV WITH MAJOR RELATED CONDITION,None,MED,0.9228,25,No,No,4.1,3.3
977,HIV WITH OR WITHOUT OTHER RELATED CONDITION,HIV WITH OR WITHOUT OTHER RELATED CONDITION,Others,MED,1.2999,25,No,No,5.0,3.6
981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS,MCC,SURG,4.5804, ,Yes,No,11.9,8.5
982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS,CC,SURG,2.5082, ,Yes,No,5.9,4.3
983,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS,None,SURG,1.6702, ,Yes,No,2.7,2.1
987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS,MCC,SURG,3.3184, ,Yes,Yes,10.8,7.8
988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS,CC,SURG,1.6964, ,Yes,Yes,5.6,4.2
989,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS,None,SURG,1.1024, ,Yes,Yes,2.7,2.1
998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,Others,**,., ,No,No,.,.
999,UNGROUPABLE,UNGROUPABLE,Others,**,., ,No,No,.,.
