HCPCS,DESCRIPTION,STATUS CODE,Outpatient RVU,Inpatient RVU,IN_OUT_RVU,GLOB_DAYS
G0458,Ldr prostate brachy comp rat,E,0,0,0,XXX
G0459,Telehealth inpt pharm mgmt,A,1.26,1.26,2.52,XXX
G0460,Autolog prp not diab ulcer,C,0,0,0,XXX
G0463,Hospital outpt clinic visit,X,0,0,0,XXX
G0465,Autolog prp diab wound ulcer,C,0,0,0,XXX
G0466,Fqhc visit new patient,X,0,0,0,XXX
G0467,"Fqhc visit, estab pt",X,0,0,0,XXX
G0468,"Fqhc visit, ippe or awv",X,0,0,0,XXX
G0469,"Fqhc visit, mh new pt",X,0,0,0,XXX
G0470,"Fqhc visit, mh estab pt",X,0,0,0,XXX
G0471,Ven blood coll snf/hha,X,0,0,0,XXX
G0472,Hep c screen high risk/other,X,0,0,0,XXX
G0473,Group behave couns 2-10,A,0.37,0.34,0.71,XXX
G0475,Hiv combination assay,X,0,0,0,XXX
G0476,Hpv combo assay ca screen,X,0,0,0,XXX
G0480,Drug test def 1-7 classes,X,0,0,0,XXX
G0481,Drug test def 8-14 classes,X,0,0,0,XXX
G0482,Drug test def 15-21 classes,X,0,0,0,XXX
G0483,Drug test def 22+ classes,X,0,0,0,XXX
G0490,"Home visit rn, lpn by rhc/fq",X,0,0,0,XXX
G0491,Dialysis acu kidney no esrd,X,0,0,0,XXX
G0492,Md/oth eval acut kid no esrd,X,0,0,0,XXX
G0493,Rn care ea 15 min hh/hospice,X,0,0,0,XXX
G0494,Lpn care ea 15min hh/hospice,X,0,0,0,XXX
G0495,Rn care train/edu in hh,X,0,0,0,XXX
G0496,Lpn care train/edu in hh,X,0,0,0,XXX
G0498,Chemo extend iv infus w/pump,C,0,0,0,YYY
G0499,Hepb screen high risk indiv,X,0,0,0,XXX
G0500,Mod sedat endo service >5yrs,A,1.72,0.17,1.89,XXX
G0501,Resource-inten svc during ov,B,0,0,0,ZZZ
G0506,Comp asses care plan ccm svc,A,1.88,1.31,3.19,ZZZ
G0508,Crit care telehea consult 60,A,6.12,6.12,12.24,XXX
G0509,Crit care telehea consult 50,A,5.64,5.64,11.28,XXX
G0511,Ccm/bhi by rhc/fqhc 20min mo,X,2.19,1.26,3.45,XXX
G0512,Cocm by rhc/fqhc 60 min mo,X,4.4,2.1,6.5,XXX
G0513,"Prolong prev svcs, first 30m",A,1.89,1.76,3.65,ZZZ
G0514,"Prolong prev svcs, addl 30m",A,1.9,1.77,3.67,ZZZ
G0516,"Insert drug del implant, >=4",A,5.9,2.87,8.77,0
G0517,Remove drug implant,A,6.55,3.27,9.82,0
G0518,Remove w insert drug implant,A,11.46,5.36,16.82,0
G0659,Drug test def simple all cl,X,0,0,0,XXX
G0913,Improve visual funct,M,0,0,0,XXX
G0914,Survey not complete,M,0,0,0,XXX
G0915,No improve visual funct,M,0,0,0,XXX
G0916,Satisfy with care,M,0,0,0,XXX
G0917,Care survey not complete,M,0,0,0,XXX
G0918,No satisfy with care,M,0,0,0,XXX
G1001,Cdsm evicore,X,0,0,0,XXX
G1002,Cdsm medcurrent,X,0,0,0,XXX
G1003,Cdsm medicalis,X,0,0,0,XXX
G1004,Cdsm ndsc,X,0,0,0,XXX
G1007,Cdsm aim,X,0,0,0,XXX
G1008,Cdsm cranberry pk,X,0,0,0,XXX
G1010,Cdsm stanson,X,0,0,0,XXX
G1011,Cdsm qualified nos,X,0,0,0,XXX
G1012,Cdsm agilemd,X,0,0,0,XXX
G1013,Cdsm evidencecare,X,0,0,0,XXX
G1014,Cdsm inveniqa,X,0,0,0,XXX
G1015,Cdsm reliant,X,0,0,0,XXX
G1016,Cdsm speed of care,X,0,0,0,XXX
G1017,Cdsm healthhelp,X,0,0,0,XXX
G1018,Cdsm infinx,X,0,0,0,XXX
G1019,Cdsm logicnets,X,0,0,0,XXX
G1020,Cdsm curbside,X,0,0,0,XXX
G1021,Cdsm ehealthline,X,0,0,0,XXX
G1022,Cdsm intermountain,X,0,0,0,XXX
G1023,Cdsm persivia,X,0,0,0,XXX
G1024,Cdsm radrite,X,0,0,0,XXX
G1025,Pt mnth 1 mcp prov,M,0,0,0,XXX
G1026,Pt hemo > 3mo,M,0,0,0,XXX
G1027,Pt hemo < 3mo,M,0,0,0,XXX
G1028,Take home supply 8mg per 0.1,X,0,0,0,XXX
G2000,Blinded conv. tx mdd clin tr,R,0,0,0,YYY
G2001,Post d/c h vst new pt 20 m,A,1.48,1.48,2.96,XXX
G2002,Post-d/c h vst new pt 30 m,A,2.2,2.2,4.4,XXX
G2003,Post-d/c h vst new pt 45 m,A,3.61,3.61,7.22,XXX
G2004,Post-d/c h vst new pt 60 m,A,4.74,4.74,9.48,XXX
G2005,Post-d/c h vst new pt 75 m,A,6.22,6.22,12.44,XXX
G2006,Post-d/c h vst ext pt 20 m,A,1.45,1.45,2.9,XXX
G2007,Post-d/c h vst ext pt 30 m,A,2.34,2.34,4.68,XXX
G2008,Post-d/c h vst ext pt 45 m,A,3.68,3.68,7.36,XXX
G2009,Post-d/c h vst ext pt 60 m,A,5.2,5.2,10.4,XXX
G2010,Remot image submit by pt,A,0.37,0.27,0.64,XXX
G2011,Alcohol/sub misuse assess,A,0.5,0.5,1,XXX
G2012,Brief check in by md/qhp,A,0.42,0.38,0.8,XXX
G2013,Post-d/c h vst ext pt 75 m,A,6.22,6.22,12.44,XXX
G2014,Post-d/c care plan overs 30m,A,2.22,2.22,4.44,XXX
G2015,Post-d/c care plan overs 60m,A,3.11,3.11,6.22,XXX
G2020,Hi inten serv for sip model,X,0,0,0,XXX
G2021,Hea care pract tx in place,X,0,0,0,XXX
G2022,"Benef refuses service, mod",X,0,0,0,XXX
G2025,Dis site tele svcs rhc/fqhc,X,2.91,2.91,5.82,XXX
G2067,Med assist tx meth wk,X,0,0,0,XXX
G2068,Med assist tx bupre oral,X,0,0,0,XXX
G2069,Med assist tx inject,X,0,0,0,XXX
G2070,Med assist tx implant,X,0,0,0,XXX
G2071,Med tx remove implant,X,0,0,0,XXX
G2072,Med tx insert/remove imp,X,0,0,0,XXX
G2073,Med tx naltrexone,X,0,0,0,XXX
G2074,Med assist tx no drug,X,0,0,0,XXX
G2075,Med tx meds nos,X,0,0,0,XXX
G2076,Intake act w/med exam,X,0,0,0,XXX
G2077,Periodic assessment,X,0,0,0,XXX
G2078,Take-home meth,X,0,0,0,XXX
G2079,Take-hom buprenorphine,X,0,0,0,XXX
G2080,Add 30 mins counsel,X,0,0,0,XXX
G2081,Pt 66+ snp or ltc pos > 90d,M,0,0,0,XXX
G2082,Visit esketamine 56m or less,A,25.64,1.05,26.69,XXX
G2083,"Visit esketamine, > 56m",A,36.4,1.05,37.45,XXX
G2086,Off base opioid tx 70min,A,13.9,11.99,25.89,XXX
G2087,"Off base opioid tx, 60 m",A,12.84,11.57,24.41,XXX
G2088,"Off base opioid tx, add30",A,1.76,1.14,2.9,ZZZ
G2090,Pt 66+ frailty and med dem,M,0,0,0,XXX
G2091,Pt 66+ frailty and adv ill,M,0,0,0,XXX
G2092,Ace arb arni,M,0,0,0,XXX
G2093,Med doc rsn no ace arn arni,M,0,0,0,XXX
G2094,Pt rsn no ace arn arni,M,0,0,0,XXX
G2096,No rsn ace arb arni,M,0,0,0,XXX
G2097,Dx uri 3d after other dx,M,0,0,0,XXX
G2098,Pt 66+ frailty and med dem,M,0,0,0,XXX
G2099,Pt 66+ frailty and adv ill,M,0,0,0,XXX
G2100,Pt 66+ frailty and med dem,M,0,0,0,XXX
G2101,Pt 66+ frailty and adv ill,M,0,0,0,XXX
G2105,Pt 66+ snp or ltc pos > 90d,M,0,0,0,XXX
G2106,Pt 66+ frailty and med dem,M,0,0,0,XXX
G2107,Pt 66+ frailty and adv ill,M,0,0,0,XXX
G2112,Pred<=5 mg ra glu <6m,M,0,0,0,XXX
G2113,"Pred>5 mg >6m, no chg da",M,0,0,0,XXX
G2115,Pt 66-80 frailty and med dem,M,0,0,0,XXX
G2116,Pt 66-80 frailty and adv ill,M,0,0,0,XXX
G2118,Pt 81+ frailty,M,0,0,0,XXX
G2121,Psy dep anx ap and icd asse,M,0,0,0,XXX
G2122,Psy/dep/anx/apandicd noasse,M,0,0,0,XXX
G2125,Pt 81+ frailty,M,0,0,0,XXX
G2126,Pt 66-80 frailty and adv ill,M,0,0,0,XXX
G2127,Pt 66-80 frailty and med dem,M,0,0,0,XXX
G2128,No aspirin med rsn,M,0,0,0,XXX
G2129,No bp outpt,M,0,0,0,XXX
G2136,Bk pain vas 6-20wk <= 3,M,0,0,0,XXX
G2137,Bk pain vas 6-20wk > 3,M,0,0,0,XXX
G2138,Bk pain vas 9-15mo <= 3,M,0,0,0,XXX
G2139,Bk pain vas 9-15mo > 3,M,0,0,0,XXX
G2140,Leg pain vas 6-20wk <= 3,M,0,0,0,XXX
G2141,Leg pain vas 6-20wk > 3,M,0,0,0,XXX
G2142,Fs odi 9-15mo postop<= 22,M,0,0,0,XXX
G2143,Fs odi 9-15mo > 22,M,0,0,0,XXX
G2144,Fs odi 6-20wk postop <= 22,M,0,0,0,XXX
G2145,Fsodi 6-20wk >22 or chg 30pt,M,0,0,0,XXX
G2146,Leg pain vas 9-15mo <= 3,M,0,0,0,XXX
G2147,Leg pain vas 9-15mo > 3,M,0,0,0,XXX
G2148,Mpm used,M,0,0,0,XXX
G2149,No mpm med rsn,M,0,0,0,XXX
G2150,No mpm,M,0,0,0,XXX
G2151,Dx degen neuro,M,0,0,0,XXX
G2152,Res change sc >=0,M,0,0,0,XXX
G2167,Res change sc < 0,M,0,0,0,XXX
G2168,Svs by pt in home health,E,0,0,0,XXX
G2169,Svs by ot in home health,E,0,0,0,XXX
G2172,Tx for opioid use demo proj,X,0,0,0,XXX
G2173,Uri w comorb 12m oth dx,M,0,0,0,XXX
G2174,Uri new rx antibiotic 30d,M,0,0,0,XXX
G2175,Pt comorb dx 12m of epi,M,0,0,0,XXX
G2176,Outpt ed obs w inpt admit,M,0,0,0,XXX
G2177,Bronch w rx antibx 30d,M,0,0,0,XXX
G2178,Pt not elig low neuro ex,M,0,0,0,XXX
G2179,Med doc rsn no low ex,M,0,0,0,XXX
G2180,Inelig footwr eval,M,0,0,0,XXX
G2181,Bmi not doc medrsn ptref,M,0,0,0,XXX
G2182,Pt 1st biolog antirheum,M,0,0,0,XXX
G2183,Doc pt unable comm,M,0,0,0,XXX
G2184,No caregiver,M,0,0,0,XXX
G2185,Caregiver dem trained,M,0,0,0,XXX
G2186,Pt ref app rsrcs,M,0,0,0,XXX
G2187,Clin ind img hd trauma,M,0,0,0,XXX
G2188,Pt 50 yrs w/clin ind hd,M,0,0,0,XXX
G2189,Img hd abnml neuro exam,M,0,0,0,XXX
G2190,Ind img hd rad neck,M,0,0,0,XXX
G2191,Ind img hd pos hd ache,M,0,0,0,XXX
G2192,>55 yrs temp hd ache,M,0,0,0,XXX
G2193,<6yr new onset hd ache,M,0,0,0,XXX
G2194,New hdache ped pt dis,M,0,0,0,XXX
G2195,Occip hdache child,M,0,0,0,XXX
G2196,Screen unhlthy etoh use,M,0,0,0,XXX
G2197,Screen hlthy etoh use,M,0,0,0,XXX
G2199,Not scrn etoh no rsn,M,0,0,0,XXX
G2200,Unhlthy etoh rcvd couns,M,0,0,0,XXX
G2202,No rsn no brief couns,M,0,0,0,XXX
G2204,Pt 45-85 w/ scope,M,0,0,0,XXX
G2205,Preg drng adjv trtmt,M,0,0,0,XXX
G2206,Adjv trtmt chemo her2,M,0,0,0,XXX
G2207,Rsn no trtmt chem her2,M,0,0,0,XXX
G2208,No trtmt chemo and her2,M,0,0,0,XXX
G2209,Refused to participate,M,0,0,0,XXX
G2210,No neck fs prom no rsn,M,0,0,0,XXX
G2211,Complex e/m visit add on,A,0.49,0.49,0.98,ZZZ
G2212,Prolong outpt/office vis,A,0.97,0.93,1.9,XXX
G2213,Initiat med assist tx in er,A,1.91,1.8,3.71,ZZZ
G2214,Init/sub psych care m 1st 30,A,1.72,1.14,2.86,XXX
G2215,Home supply nasal naloxone,X,0,0,0,XXX
G2216,Home supply inject naloxon,X,0,0,0,XXX
G2250,"Remot img sub by pt, non e/m",A,0.37,0.27,0.64,XXX
G2251,"Brief chkin, 5-10, non-e/m",A,0.42,0.38,0.8,XXX
G2252,"Brief chkin by md/qhp, 11-20",A,0.79,0.74,1.53,XXX
G3002,Chronic pain mgmt 30 mins,A,2.48,2.21,4.69,XXX
G3003,Chronic pain mgmt addl 15m,A,0.91,0.77,1.68,ZZZ
G4000,Dermatology ss,M,0,0,0,XXX
G4001,Diagnostic rad ss,M,0,0,0,XXX
G4002,Ep cardio ss,M,0,0,0,XXX
G4003,Emergency med ss,M,0,0,0,XXX
G4004,Endocrinology ss,M,0,0,0,XXX
G4005,Family medicine ss,M,0,0,0,XXX
G4006,Gastroenterology ss,M,0,0,0,XXX
G4007,General surgery ss,M,0,0,0,XXX
G4008,Geriatrics ss,M,0,0,0,XXX
G4009,Hospitalists ss,M,0,0,0,XXX
G4010,Infectious disease ss,M,0,0,0,XXX
G4011,Internal medicine ss,M,0,0,0,XXX
G4012,Interventional rad ss,M,0,0,0,XXX
G4013,Mntal/behav/psych hlth ss,M,0,0,0,XXX
G4014,Nephrology ss,M,0,0,0,XXX
G4015,Neurology ss,M,0,0,0,XXX
G4016,Neurosurgical ss,M,0,0,0,XXX
G4017,Nutrition/dietician ss,M,0,0,0,XXX
G4018,Ob/gyn ss,M,0,0,0,XXX
G4019,Oncology/hema ss,M,0,0,0,XXX
G4020,Ophthalmology/optometry ss,M,0,0,0,XXX
G4021,Orthopedic surgery ss,M,0,0,0,XXX
G4022,Otolaryngology ss,M,0,0,0,XXX
G4023,Pathology ss,M,0,0,0,XXX
G4024,Pediatrics ss,M,0,0,0,XXX
G4025,Physical medicine ss,M,0,0,0,XXX
G4026,Phys/occ therapy ss,M,0,0,0,XXX
G4027,Plastic surgery ss,M,0,0,0,XXX
G4028,Podiatry ss,M,0,0,0,XXX
G4029,Preventive medicine ss,M,0,0,0,XXX
G4030,Pulmonology ss,M,0,0,0,XXX
G4031,Radiation oncology ss,M,0,0,0,XXX
G4032,Rheumatology ss,M,0,0,0,XXX
G4033,Skilled nursing facility ss,M,0,0,0,XXX
G4034,Speech language path ss,M,0,0,0,XXX
G4035,Thoracic surgery ss,M,0,0,0,XXX
G4036,Urgent care ss,M,0,0,0,XXX
G4037,Urology ss,M,0,0,0,XXX
G4038,Vascular surgery ss,M,0,0,0,XXX
G6001,Echo guidance radiotherapy,A,5.4,5.4,10.8,XXX
G6001,Echo guidance radiotherapy,A,4.46,4.46,8.92,XXX
G6001,Echo guidance radiotherapy,A,0.94,0.94,1.88,XXX
G6002,Stereoscopic x-ray guidance,A,2.26,2.26,4.52,XXX
G6002,Stereoscopic x-ray guidance,A,1.65,1.65,3.3,XXX
G6002,Stereoscopic x-ray guidance,A,0.61,0.61,1.22,XXX
G6003,Radiation treatment delivery,A,4.62,4.62,9.24,XXX
G6004,Radiation treatment delivery,A,3.79,3.79,7.58,XXX
G6005,Radiation treatment delivery,A,3.8,3.8,7.6,XXX
G6006,Radiation treatment delivery,A,3.77,3.77,7.54,XXX
G6007,Radiation treatment delivery,A,6.9,6.9,13.8,XXX
G6008,Radiation treatment delivery,A,5.23,5.23,10.46,XXX
G6009,Radiation treatment delivery,A,5.22,5.22,10.44,XXX
G6010,Radiation treatment delivery,A,5.18,5.18,10.36,XXX
G6011,Radiation treatment delivery,A,6.88,6.88,13.76,XXX
G6012,Radiation treatment delivery,A,6.89,6.89,13.78,XXX
G6013,Radiation treatment delivery,A,6.92,6.92,13.84,XXX
G6014,Radiation treatment delivery,A,6.87,6.87,13.74,XXX
G6015,Radiation tx delivery imrt,A,10.68,10.68,21.36,XXX
G6016,Delivery comp imrt,A,10.63,10.63,21.26,XXX
G6017,Intrafraction track motion,C,0,0,0,YYY
G8395,Lvef>=40% doc normal or mild,M,0,0,0,XXX
G8396,Lvef not performed,M,0,0,0,XXX
G8397,Dil macula/fundus exam/w doc,M,0,0,0,XXX
G8399,Pt w/dxa results document,M,0,0,0,XXX
G8400,Pt w/dxa no results doc,M,0,0,0,XXX
G8404,Low extemity neur exam docum,M,0,0,0,XXX
G8405,Low extemity neur not perfor,M,0,0,0,XXX
G8410,Eval on foot documented,M,0,0,0,XXX
G8415,Eval on foot not performed,M,0,0,0,XXX
G8416,Pt inelig footwear evaluatio,M,0,0,0,XXX
G8417,Calc bmi abv up param f/u,M,0,0,0,XXX
G8418,Calc bmi blw low param f/u,M,0,0,0,XXX
G8419,Calc bmi out nrm param nof/u,M,0,0,0,XXX
G8420,Calc bmi norm parameters,M,0,0,0,XXX
G8421,Bmi not calculated,M,0,0,0,XXX
G8427,Docrev cur meds by elig clin,M,0,0,0,XXX
G8428,Cur meds not document,M,0,0,0,XXX
G8430,Doc med rsn no medrec,M,0,0,0,XXX
G8431,Pos clin depres scrn f/u doc,M,0,0,0,XXX
G8432,"Dep scr not doc, rng",M,0,0,0,XXX
G8433,Scr for dep not cpt doc rsn,M,0,0,0,XXX
G8450,Beta-bloc rx pt w/abn lvef,M,0,0,0,XXX
G8451,Pt w/abn lvef inelig b-bloc,M,0,0,0,XXX
G8452,Pt w/abn lvef b-bloc no rx,M,0,0,0,XXX
G8465,High risk recurrence pro ca,M,0,0,0,XXX
G8473,Ace/arb thxpy rx'd,M,0,0,0,XXX
G8474,Ace/arb not rx'd; doc reas,M,0,0,0,XXX
G8475,Ace/arb thxpy not rx'd,M,0,0,0,XXX
G8476,Bp sys <140 and dias <90,M,0,0,0,XXX
G8477,Bp sys>=140 and/or dias >=90,M,0,0,0,XXX
G8478,Bp not performed/doc,M,0,0,0,XXX
G8482,Flu immunize order/admin,M,0,0,0,XXX
G8483,Flu imm no admin doc rea,M,0,0,0,XXX
G8484,Flu immunize no admin,M,0,0,0,XXX
G8510,"Scr dep neg, no plan reqd",M,0,0,0,XXX
G8511,"Scr dep pos, no plan doc rng",M,0,0,0,XXX
G8535,Eld maltreatment not doc,M,0,0,0,XXX
G8536,No doc elder mal scrn,M,0,0,0,XXX
G8539,Doc funct and care plan,M,0,0,0,XXX
G8540,Foa not doc as being perf,M,0,0,0,XXX
G8541,No doc cur funct assess,M,0,0,0,XXX
G8542,Doc funct no deficiencies,M,0,0,0,XXX
G8543,Cur funct asses; no care pln,M,0,0,0,XXX
G8559,Pt ref doc oto eval,I,0,0,0,XXX
G8560,Pt hx act drain prev 90 days,I,0,0,0,XXX
G8561,Pt inelig for ref oto eval,I,0,0,0,XXX
G8562,Pt no hx act drain 90 d,I,0,0,0,XXX
G8563,Pt no ref oto reas no spec,I,0,0,0,XXX
G8564,Pt ref oto eval,I,0,0,0,XXX
G8565,Ver doc hear loss,I,0,0,0,XXX
G8566,Pt inelig ref oto eval,I,0,0,0,XXX
G8567,Pt no doc hear loss,I,0,0,0,XXX
G8568,Pt no ref otolo no spec,I,0,0,0,XXX
G8569,Prol intubation req,M,0,0,0,XXX
G8570,No prol intub req,M,0,0,0,XXX
G8575,Postop ren fail,M,0,0,0,XXX
G8576,No postop ren fail,M,0,0,0,XXX
G8577,Reop req bld grft oth,M,0,0,0,XXX
G8578,No reop req bld grft oth,M,0,0,0,XXX
G8598,Asa/antiplat ther used,M,0,0,0,XXX
G8599,No asa/antiplat ther use rng,M,0,0,0,XXX
G8600,Tpa initi w/in 4.5 hr,M,0,0,0,XXX
G8601,No elig tpa init w/in 4.5 hr,M,0,0,0,XXX
G8602,No tpa init w/in 4.5 hr,M,0,0,0,XXX
G8633,Pharm ther osteo rx,M,0,0,0,XXX
G8635,No pharm ther osteo rx,M,0,0,0,XXX
G8647,Rafscrs ki scor >= 0,M,0,0,0,XXX
G8648,Rafscrs ki scor < 0,M,0,0,0,XXX
G8650,Rafs crs ki no scor no rsn,M,0,0,0,XXX
G8651,Rafscrs hi scor >=0,M,0,0,0,XXX
G8652,Rafscrs hi scor < 0,M,0,0,0,XXX
G8654,Rafs crs hi no scor no surv,M,0,0,0,XXX
G8655,Rafscrs llfai scor >= 0,M,0,0,0,XXX
G8656,Rafscrs llfai scor < 0,M,0,0,0,XXX
G8658,Rafscrs llfai no scor + surv,M,0,0,0,XXX
G8659,Rafscrs lbi scor >= 0,M,0,0,0,XXX
G8660,Rafscrs lbi scor < 0,M,0,0,0,XXX
G8661,Rafscrs lbi no scor,M,0,0,0,XXX
G8662,Rafs crs lbi no scor no surv,M,0,0,0,XXX
G8663,Rafscrs si scor >= 0,M,0,0,0,XXX
G8664,Rafscrs si scor < 0,M,0,0,0,XXX
G8666,Rafs crs si no scor no surv,M,0,0,0,XXX
G8667,Rafscrs ewh scor >= 0,M,0,0,0,XXX
G8668,Rafscrs ewh scor < 0,M,0,0,0,XXX
G8670,Rafs crs ewh no scor no surv,M,0,0,0,XXX
G8694,Lvef <=40%,M,0,0,0,XXX
G8708,Antibiotic not pres,M,0,0,0,XXX
G8709,Uri ep compete diag,M,0,0,0,XXX
G8710,Pt pres antibiotic,M,0,0,0,XXX
G8711,Pres antibx on/within 3 day,M,0,0,0,XXX
G8712,Not pres antibiotic,M,0,0,0,XXX
G8721,"Pt, pn, hist grade doc",M,0,0,0,XXX
G8722,"Med reas pt, pn, not doc",M,0,0,0,XXX
G8723,Spec sit not prim tumor,M,0,0,0,XXX
G8724,"Pt, pn, hist grade not doc",M,0,0,0,XXX
G8733,Doc pos elder mal scrn plan,M,0,0,0,XXX
G8734,Doc neg eld req,M,0,0,0,XXX
G8735,Eld mal scrn pos no plan,M,0,0,0,XXX
G8749,No signs melanoma,M,0,0,0,XXX
G8752,Sys bp less 140,M,0,0,0,XXX
G8753,Sys bp > or = 140,M,0,0,0,XXX
G8754,Dias bp less 90,M,0,0,0,XXX
G8755,Dias bp > or = 90,M,0,0,0,XXX
G8756,No bp measure doc,M,0,0,0,XXX
G8783,Bp scrn perf rec interval,M,0,0,0,XXX
G8785,Bp scrn no perf at interval,M,0,0,0,XXX
G8797,Specimen site not esophagus,M,0,0,0,XXX
G8798,Specimen site not prostate,M,0,0,0,XXX
G8806,Perf ultrsnd to lct preg doc,M,0,0,0,XXX
G8807,No ta tv ultrasnd,M,0,0,0,XXX
G8808,"Ultrasound not perf, rng",M,0,0,0,XXX
G8815,Doc reas no statin therapy,M,0,0,0,XXX
G8816,Statin med pres at disch,M,0,0,0,XXX
G8817,Doc reas no statin med disch,M,0,0,0,XXX
G8826,Pt disch home day #2 evar,M,0,0,0,XXX
G8833,Pt not disch home day#2 evar,M,0,0,0,XXX
G8834,Pt disch home day #2 cea,M,0,0,0,XXX
G8838,Not disch home by day #2,M,0,0,0,XXX
G8839,Sleep apnea assess,M,0,0,0,XXX
G8840,Doc reas no sleep apnea,M,0,0,0,XXX
G8841,No sleep apnea assess,M,0,0,0,XXX
G8842,Ahi or rdi initial dx,M,0,0,0,XXX
G8843,Doc reas no ahi or rdi,M,0,0,0,XXX
G8844,No ahi or rdi initial dx,M,0,0,0,XXX
G8845,Pos airway press prescribed,M,0,0,0,XXX
G8846,Mod or severe osa,M,0,0,0,XXX
G8849,Doc reas no pos air press,M,0,0,0,XXX
G8850,No pap prescribed,M,0,0,0,XXX
G8851,Adhere tx assess at lst ann,M,0,0,0,XXX
G8854,Reas no adhere therapy,M,0,0,0,XXX
G8855,Ther not assessed annually,M,0,0,0,XXX
G8856,Ref for oto eval,M,0,0,0,XXX
G8857,No elig ref for oto eval,M,0,0,0,XXX
G8858,Not ref for oto eval,M,0,0,0,XXX
G8863,No assess bone loss,M,0,0,0,XXX
G8864,Pneumococcal vaccine admin,M,0,0,0,XXX
G8865,Doc med reas no pneumococcal,M,0,0,0,XXX
G8866,Doc pt reas no pneumococcal,M,0,0,0,XXX
G8867,No pneumococcal admin,M,0,0,0,XXX
G8869,Doc immune hep b antitnf,M,0,0,0,XXX
G8875,Breast cancer dx min invsive,M,0,0,0,XXX
G8876,Doc reas no min inv dx,M,0,0,0,XXX
G8877,No brst cncr dx min invasive,M,0,0,0,XXX
G8878,Sent lymph node biopsy,M,0,0,0,XXX
G8880,Sen lym p node biop not perf,M,0,0,0,XXX
G8881,Brst cncr stage > t1n0m0,M,0,0,0,XXX
G8882,No sent lymph node biopsy,M,0,0,0,XXX
G8907,Pt doc no events on discharg,X,0,0,0,XXX
G8908,Pt doc w burn prior to d/c,X,0,0,0,XXX
G8909,Pt doc no burn prior to d/c,X,0,0,0,XXX
G8910,Pt doc to have fall in asc,X,0,0,0,XXX
G8911,Pt doc no fall in asc,X,0,0,0,XXX
G8912,Pt doc with wrong event,X,0,0,0,XXX
G8913,Pt doc no wrong event,X,0,0,0,XXX
G8914,Pt trans to hosp post d/c,X,0,0,0,XXX
G8915,Pt not trans to hosp at d/c,X,0,0,0,XXX
G8916,Pt w iv ab given on time,X,0,0,0,XXX
G8917,Pt w iv ab not given on time,X,0,0,0,XXX
G8918,Pt w/o preop order iv ab pro,X,0,0,0,XXX
G8923,Lvef <= 40% or lvsd,M,0,0,0,XXX
G8924,Spir res doc fev1/fvc<70%,M,0,0,0,XXX
G8934,Lvef <=40% or dep lv sys fcn,M,0,0,0,XXX
G8935,Rx ace or arb therapy,M,0,0,0,XXX
G8936,Pt not eligible ace/arb,M,0,0,0,XXX
G8937,No rx ace/arb therapy,M,0,0,0,XXX
G8942,Doc fcn/care plan w/30 days,M,0,0,0,XXX
G8944,Ajcc mel cnr stg 0 - iic,M,0,0,0,XXX
G8946,Mibm but no dx of breast ca,M,0,0,0,XXX
G8950,"Pre-htn or htn doc, f/u indc",M,0,0,0,XXX
G8952,"Pre-htn/htn, no f/u, not gvn",M,0,0,0,XXX
G8955,Most recent assess vol mgmt,M,0,0,0,XXX
G8956,Pt rcv hedia outpt dyls fac,M,0,0,0,XXX
G8958,Assess vol mgmt not doc,M,0,0,0,XXX
G8961,Csit lowrisk surg pts preop,M,0,0,0,XXX
G8962,Csit on pt any reas 30 days,M,0,0,0,XXX
G8965,Csit perf on low chd rsk,M,0,0,0,XXX
G8966,Csit perf sx or high chd rsk,M,0,0,0,XXX
G8967,Warf or other fda drug presc,M,0,0,0,XXX
G8968,Doc med not presb,M,0,0,0,XXX
G8969,Doc pt rsn no presc warf/fda,M,0,0,0,XXX
G8970,No rsk fac or 1 mod risk te,M,0,0,0,XXX
G9001,"Mccd, initial rate",X,0,0,0,XXX
G9002,"Mccd,maintenance rate",X,0,0,0,XXX
G9003,"Mccd, risk adj hi, initial",X,0,0,0,XXX
G9004,"Mccd, risk adj lo, initial",X,0,0,0,XXX
G9005,"Mccd, risk adj, maintenance",X,0,0,0,XXX
G9006,"Mccd, home monitoring",X,0,0,0,XXX
G9007,"Mccd, sch team conf",X,0,0,0,XXX
G9008,"Mccd,phys coor-care ovrsght",X,0,0,0,XXX
G9009,"Mccd, risk adj, level 3",X,0,0,0,XXX
G9010,"Mccd, risk adj, level 4",X,0,0,0,XXX
G9011,"Mccd, risk adj, level 5",X,0,0,0,XXX
G9012,Other specified case mgmt,X,0,0,0,XXX
G9013,Esrd demo bundle level i,N,0,0,0,XXX
G9014,Esrd demo bundle-level ii,N,0,0,0,XXX
G9016,Demo-smoking cessation coun,N,0,0,0,XXX
G9050,Oncology work-up evaluation,I,0,0,0,XXX
G9051,Oncology tx decision-mgmt,I,0,0,0,XXX
G9052,Onc surveillance for disease,I,0,0,0,XXX
G9053,Onc expectant management pt,I,0,0,0,XXX
G9054,Onc supervision palliative,I,0,0,0,XXX
G9055,Onc visit unspecified nos,I,0,0,0,XXX
G9056,Onc prac mgmt adheres guide,I,0,0,0,XXX
G9057,Onc pract mgmt differs trial,I,0,0,0,XXX
G9058,Onc prac mgmt disagree w/gui,I,0,0,0,XXX
G9059,Onc prac mgmt pt opt alterna,I,0,0,0,XXX
